article_id,article_url,article_slug,published_date,year,quarter,month,month_name,iso_week,day_of_month,day_of_week_num,day_of_week,author,title,genre_tag,artist,album,record_label,is_independent,label_location_raw,location_clean,city,state,country,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
ca20245b0363921c,,,2019-05-17,2019,2,5,May,20,17,4,Friday,Emma August Welter,"Death & Vanilla, Are You A Dreamer?",Alternative,Death & Vanilla,Are You A Dreamer?,Death & Vanilla,False,"Malmö, Sweden","Malmö, Sweden",Malmö,,Sweden,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85917s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ea7fb44b7426dfd0,,,2019-05-20,2019,2,5,May,21,20,0,Monday,Ben Grenrock,"Mourning [A] BLKstar, Reckoning",R&B/Soul,Mourning [A] BLKstar,Reckoning,Independent Artist,True,"Cleveland, Ohio","Cleveland, Ohio",Cleveland,Ohio,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85917s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
865ba3358f3a5135,,,2019-05-21,2019,2,5,May,21,21,1,Tuesday,Shanice Brim,"Seba Kaapstad, Thina",R&B/Soul,Seba Kaapstad,Thina,Independent Artist,True,South Africa,South Africa,,,South Africa,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85918s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
609a7bfca07df023,,,2019-05-22,2019,2,5,May,21,22,2,Wednesday,Jerry Cowgill,"Alex Lahey, The Best of Luck Club",Rock,Alex Lahey,The Best of Luck Club,Independent Artist,True,"Melbourne, Australia","Melbourne, Australia",Melbourne,,Australia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85918s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
8ce517c4821534f6,,,2019-05-23,2019,2,5,May,21,23,3,Thursday,J. Edward Keyes,"Helm, Chemical Flowers",Electronic,Helm,Chemical Flowers,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85918s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
1f18cb45ad6656a1,,,2019-05-24,2019,2,5,May,21,24,4,Friday,Jim Allen,"Mavis Staples, We Get By",R&B/Soul,Mavis Staples,We Get By,Independent Artist,True,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85918s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
71b4457a6c397a80,,,2019-05-28,2019,2,5,May,22,28,1,Tuesday,Stuart Berman,"Plastic Mermaids, Suddenly Everyone Explodes",Rock,Plastic Mermaids,Suddenly Everyone Explodes,Independent Artist,True,UK,United Kingdom,,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85918s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
80eae29588a37da7,,,2019-05-29,2019,2,5,May,22,29,2,Wednesday,Mariana Timony,"Kythira, Cut Through",Pop,Kythira,Cut Through,Alyssa Gengos,False,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85919s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9568002660d5dbee,,,2019-05-30,2019,2,5,May,22,30,3,Thursday,Phillip Mlynar,"Psalm One, FLIGHT OF THE WIG",Hip-Hop/Rap,Psalm One,FLIGHT OF THE WIG,Psalm One aka Hologram Kizzie,False,Chicago,"Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85919s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
f4e8d9eb1a94df6c,,,2019-05-31,2019,2,5,May,22,31,4,Friday,Dean Van Nguyen,"Azymuth, Demos (1973​-​75) Volumes 1&2",,Azymuth,Demos (1973​-​75) Volumes 1&2,Independent Artist,True,Brazil,Brazil,,,Brazil,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85919s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
b0626a4fada024e6,,,2019-06-03,2019,2,6,June,23,3,0,Monday,Diamond Sharp,"Christelle Bofale, Swim Team",Alternative,Christelle Bofale,Swim Team,christelle bofale,False,Texas,Texas,,Texas,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85919s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c49c59b223c08acc,,,2019-06-04,2019,2,6,June,23,4,1,Tuesday,Annie Zaleski,"Lust for Youth, Lust For Youth",Alternative,Lust for Youth,Lust For Youth,Independent Artist,True,"Copenhagen, Denmark","Copenhagen, Denmark",Copenhagen,,Denmark,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85920s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
6ccf57691a76ad17,,,2019-06-05,2019,2,6,June,23,5,2,Wednesday,Jordan Reyes,"City and i.o., Spirit Volume",Electronic,City and i.o.,Spirit Volume,PTP,False,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85920s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
b33c7a52b85910a7,,,2019-06-06,2019,2,6,June,23,6,3,Thursday,Ian Cohen,"Jambinai, ONDA",Metal,Jambinai,ONDA,Independent Artist,True,"Seoul, South Korea","Seoul, South Korea",Seoul,,South Korea,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85920s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
b672f5219f60ad33,,,2019-06-07,2019,2,6,June,23,7,4,Friday,Mariana Timony,"Seablite, Grass Stains and Novocaine",Alternative,Seablite,Grass Stains and Novocaine,Emotional Response,False,"Seaside, Oregon","Seaside, Oregon",Seaside,Oregon,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85920s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d36e054390d98ebb,,,2019-06-10,2019,2,6,June,24,10,0,Monday,Diamond Sharp,"Brijean, Walkie Talkie",Pop,Brijean,Walkie Talkie,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85920s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c52c325337d491c5,,,2019-06-11,2019,2,6,June,24,11,1,Tuesday,David Menestres,"Masayuki Takayanagi New Direction Unit, April Is the Cruellest Month",Experimental,Masayuki Takayanagi New Direction Unit,April Is the Cruellest Month,Blank Forms Editions,False,"Brooklyn, New York","Brooklyn, New York",Brooklyn,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85921s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
e1fce6b7c14b06b5,,,2019-06-12,2019,2,6,June,24,12,2,Wednesday,Andy O'Connor,"Clay Rendering, California Black Vows",Rock,Clay Rendering,California Black Vows,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85921s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d7ca87bc4e37a2c1,,,2019-06-13,2019,2,6,June,24,13,3,Thursday,Anna White,"Meernaa, Heart Hunger",Rock,Meernaa,Heart Hunger,Independent Artist,True,"Oakland, California","Oakland, California",Oakland,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85921s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d411039611e69cc4,,,2019-06-18,2019,2,6,June,25,18,1,Tuesday,Philip Freeman,"Alice Clark, Alice Clark",R&B/Soul,Alice Clark,Alice Clark,Independent Artist,True,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85921s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9ab524914602181b,,,2019-06-19,2019,2,6,June,25,19,2,Wednesday,Diamond Sharp,"Georgia Anne Muldrow, VWETO II",Electronic,Georgia Anne Muldrow,VWETO II,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85922s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
42c92d33fcd2a3ca,,,2019-06-20,2019,2,6,June,25,20,3,Thursday,Marc Masters,"Simulation, Death's Head Speaks",Electronic,Simulation,Death's Head Speaks,Hausu Mountain Records,False,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85922s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
3fb09ac3f391e919,,,2019-06-21,2019,2,6,June,25,21,4,Friday,Kerry Cardoza,"The Rats, In a Desperate Red",Punk,The Rats,In a Desperate Red,Mississippi Records,False,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85922s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c4906e89ad323ebc,,,2019-06-24,2019,2,6,June,26,24,0,Monday,Jeff Treppel,"Gygax, High Fantasy",Rock,Gygax,High Fantasy,GYGAX,False,"Ventura, California","Ventura, California",Ventura,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85922s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ffe67e6e2d3cefd2,,,2019-06-25,2019,2,6,June,26,25,1,Tuesday,Annie Zaleski,"Mannequin Pussy, Patience",Punk,Mannequin Pussy,Patience,MANNEQUIN PUSSY,False,"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85923s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
0bcd4af1c4a134af,,,2019-06-26,2019,2,6,June,26,26,2,Wednesday,Marcus J. Moore,"SPAZA, SPAZA",Jazz,SPAZA,SPAZA,Independent Artist,True,"Johannesburg, South Africa","Johannesburg, South Africa",Johannesburg,,South Africa,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85923s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
f96dc2d0bed4e210,,,2019-06-27,2019,2,6,June,26,27,3,Thursday,Ed Blair,"False, Portent",Metal,False,Portent,Gilead Media,False,"Oshkosh, Wisconsin","Oshkosh, Wisconsin",Oshkosh,Wisconsin,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85923s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
e3bd3169b33df06e,,,2019-06-28,2019,2,6,June,26,28,4,Friday,Dean Van Nguyen,"The Young Ones of Guyana, On Tour",Reggae,The Young Ones of Guyana,On Tour,The Young Ones Of Guyana,False,Guyana,Guyana,,,Guyana,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85923s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
14213ae4f1a6bc4d,,,2019-07-01,2019,3,7,July,27,1,0,Monday,Andrew Parks,"Mort Garson, Mother Earth's Plantasia",Electronic,Mort Garson,Mother Earth's Plantasia,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85924s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
14abfd3ba63dd266,,,2019-07-02,2019,3,7,July,27,2,1,Tuesday,Miles Bowe,"Corin, Manifest",Electronic,Corin,Manifest,NEOSELF,False,"Tokyo, Japan","Tokyo, Japan",Tokyo,,Japan,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85924s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
596124990ec36493,,,2019-07-03,2019,3,7,July,27,3,2,Wednesday,Allison Hussey,"Erin Durant, Islands",Folk,Erin Durant,Islands,Independent Artist,True,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85924s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9a37846ee86ef660,,,2019-07-08,2019,3,7,July,28,8,0,Monday,Eli Zeger,"Resavoir, Resavoir",Jazz,Resavoir,Resavoir,International Anthem,False,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85924s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
3f80e0c75760cc49,,,2019-07-09,2019,3,7,July,28,9,1,Tuesday,Andi Harriman,"Coil, The Gay Man's Guide To Safer Sex (OST)",Electronic,Coil,The Gay Man's Guide To Safer Sex (OST),Mental Groove Records / Musique Pour La Danse,False,Switzerland,Switzerland,,,Switzerland,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85925s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
f9e41f901fad0d2e,,,2019-07-10,2019,3,7,July,28,10,2,Wednesday,Joe Muggs,"Quantic, Atlantic Oscillations",Electronic,Quantic,Atlantic Oscillations,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85925s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c25cab5bf734b641,,,2019-07-11,2019,3,7,July,28,11,3,Thursday,Anna White,"BEA1991, Brand New Adult",Pop,BEA1991,Brand New Adult,Independent Artist,True,"Amsterdam, Netherlands","Amsterdam, Netherlands",Amsterdam,,Netherlands,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85925s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
316509776c48541b,,,2019-07-15,2019,3,7,July,29,15,0,Monday,Megan Iacobini de Fazio,"Abum of the Day: Africa Express, EGOLI",World,Abum of the Day: Africa Express,EGOLI,Africa Express,False,Mali,Mali,,,Mali,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85925s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
7cd1eb48cb0de7f7,,,2019-07-16,2019,3,7,July,29,16,1,Tuesday,John Morrison,"Sunny Side Up, Sunny Side Up",Jazz,Sunny Side Up,Sunny Side Up,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85926s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
92f5907c39f42e4b,,,2019-07-17,2019,3,7,July,29,17,2,Wednesday,Miles Bowe,"Blank Banshee, Metamorphosis",Electronic,Blank Banshee,Metamorphosis,Independent Artist,True,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85926s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
155814b1e3ff553a,,,2019-07-18,2019,3,7,July,29,18,3,Thursday,Michaelangelo Matos,"Tycho, Weather",Electronic,Tycho,Weather,Independent Artist,True,"San Francisco, California","San Francisco, California",San Francisco,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85926s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
fe0c86aa1649ee59,,,2019-07-19,2019,3,7,July,29,19,4,Friday,Margaret Farrell,"Penelope Isles, Until The Tide Creeps In",Rock,Penelope Isles,Until The Tide Creeps In,Independent Artist,True,"Brighton, UK","Brighton, United Kingdom",Brighton,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85926s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
397accdb58108914,,,2019-07-22,2019,3,7,July,30,22,0,Monday,Chaka V. Grier,"Patrice Rushen, You Remind Me (The Classic Elektra Recordings 1978-1984)",R&B/Soul,Patrice Rushen,You Remind Me (The Classic Elektra Recordings 1978-1984),Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85926s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
2115853a2e743e55,,,2019-07-23,2019,3,7,July,30,23,1,Tuesday,Diamond Sharp,"YATTA, WAHALA",Experimental,YATTA,WAHALA,PTP,False,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85927s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ce3bdc849db956ac,,,2019-07-24,2019,3,7,July,30,24,2,Wednesday,Caitlin Donohue,"Mateo Kingman, Astro",Hip-Hop/Rap,Mateo Kingman,Astro,Independent Artist,True,Ecuador,Ecuador,,,Ecuador,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85927s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
8de40efafe8b45a8,,,2019-07-25,2019,3,7,July,30,25,3,Thursday,Max Cohen,"Mal Blum, Pity Boy",Alternative,Mal Blum,Pity Boy,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85927s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
a49ed623bd68ec26,,,2019-07-26,2019,3,7,July,30,26,4,Friday,Andra Nikolayi,"Hot Since 82, 8-track",Electronic,Hot Since 82,8-track,Independent Artist,True,"Leeds, UK","Leeds, United Kingdom",Leeds,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85927s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9cd1107eb4d57bd2,,,2019-07-29,2019,3,7,July,31,29,0,Monday,Stuart Berman,"The Young Sinclairs, Out of the Box",Rock,The Young Sinclairs,Out of the Box,Requiem Pour Un Twister,False,"Paris, France","Paris, France",Paris,,France,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85927s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
718ef4e0d9530b9b,,,2019-07-30,2019,3,7,July,31,30,1,Tuesday,Jake Hulyer,"Pascale Project, Be Urself",Electronic,Pascale Project,Be Urself,Orange Milk Records,False,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85928s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
751baeda8a2637f4,,,2019-07-31,2019,3,7,July,31,31,2,Wednesday,David Anthony,"Russian Circles, Blood Year",Metal,Russian Circles,Blood Year,Independent Artist,True,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85928s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c254da8c356e4136,,,2019-08-01,2019,3,8,August,31,1,3,Thursday,Amaya Garcia,"Ami Dang, Parted Plains",Ambient,Ami Dang,Parted Plains,Independent Artist,True,"Baltimore, Maryland","Baltimore, Maryland",Baltimore,Maryland,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85928s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
51486a1490c5b625,,,2019-08-02,2019,3,8,August,31,2,4,Friday,Phillip Mlynar,"C Keys & Kazi, Keys 2 Kazi",Hip-Hop/Rap,C Keys & Kazi,Keys 2 Kazi,Below System Records,False,"Almelo, The Netherlands","Almelo, The Netherlands",Almelo,,Netherlands,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85928s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
52e187aa1719eaf8,,,2019-08-05,2019,3,8,August,32,5,0,Monday,John Morrison,"Various Artists, Ann Arbor Blues Festival 1969, Vol. 1 & 2",Blues,Various Artists,"Ann Arbor Blues Festival 1969, Vol. 1 & 2",Third Man Records,False,"Nashville, Tennessee","Nashville, Tennessee",Nashville,Tennessee,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85929s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
8a26d518251a89e8,,,2019-08-06,2019,3,8,August,32,6,1,Tuesday,Andra Nikolayi,"Leech, Data Horde",Electronic,Leech,Data Horde,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85929s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
7a24c76901e04238,,,2019-08-08,2019,3,8,August,32,8,3,Thursday,Loren DiBlasi,"Purple Pilgrims, Perfumed Earth",Alternative,Purple Pilgrims,Perfumed Earth,Independent Artist,True,New Zealand,New Zealand,,,New Zealand,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85929s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d8d123496534929b,,,2019-08-09,2019,3,8,August,32,9,4,Friday,John Morrison,"Matt Muse, Love & Nappyness",R&B/Soul,Matt Muse,Love & Nappyness,Independent Artist,True,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85929s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
50bb82e9290fd7ef,,,2019-08-12,2019,3,8,August,33,12,0,Monday,Chaka V. Grier,"A. Billi Free & Tensei, I Luma",R&B/Soul,A. Billi Free & Tensei,I Luma,A. Billi Free,False,New Mexico,New Mexico,,New Mexico,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85929s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c2a6a30217eb1e2a,,,2019-08-14,2019,3,8,August,33,14,2,Wednesday,Kerry Cardoza,"Debby Friday, Death Drive",Alternative,Debby Friday,Death Drive,Deathbomb Arc,False,Hawaii,Hawaii,,Hawaii,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85930s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c63e1c7a43c13705,,,2019-08-15,2019,3,8,August,33,15,3,Thursday,Patrick Lyons,"Cerebral Rot, Odious Descent Into Decay",Metal,Cerebral Rot,Odious Descent Into Decay,20 Buck Spin,False,"Pittsburgh, Pennsylvania","Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85930s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
2f8ae76e5c42d1ea,,,2019-08-19,2019,3,8,August,34,19,0,Monday,Zoe Camp,"Conjurer and Pijn, Curse These Metal Hands",Metal,Conjurer and Pijn,Curse These Metal Hands,Conjurer,False,"Rugby, UK","Rugby, United Kingdom",Rugby,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85930s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
320f5c3e1108b126,,,2019-08-20,2019,3,8,August,34,20,1,Tuesday,Max Savage Levenson,"Queen of Jeans, If you're not afraid, I'm not afraid",Alternative,Queen of Jeans,"If you're not afraid, I'm not afraid",Independent Artist,True,"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85930s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
a4787aae5d02c0f3,,,2019-08-21,2019,3,8,August,34,21,2,Wednesday,Max Savage Levenson,"Jay Som, Anak Ko",Alternative,Jay Som,Anak Ko,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85930s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
662913216615b830,,,2019-08-22,2019,3,8,August,34,22,3,Thursday,Diamond Sharp,"Obuxum, Re-Birth",Electronic,Obuxum,Re-Birth,OBUXUM,False,"Toronto, Ontario","Toronto, Ontario",Toronto,Ontario,Canada,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85931s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
992b0b283a5b6717,,,2019-08-23,2019,3,8,August,34,23,4,Friday,Allison Hussey,"Various Artists, A Living Tradition: Selections from Folk​-​Legacy Records",,Various Artists,A Living Tradition: Selections from Folk​-​Legacy Records,Smithsonian Folkways Recordings,False,"Washington, D.C.","Washington, D.C.",Washington,D.C.,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85931s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
1a39a6e2992bf4a9,,,2019-08-26,2019,3,8,August,35,26,0,Monday,J. Edward Keyes,"Ghost Funk Orchestra, A Song For Paul",Funk,Ghost Funk Orchestra,A Song For Paul,Independent Artist,True,New York,New York,,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85931s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d4becfb19a57a35e,,,2019-08-27,2019,3,8,August,35,27,1,Tuesday,John Morrison,"Alcorn / McPhee / Vandermark, Invitation To A Dream",Jazz,Alcorn / McPhee / Vandermark,Invitation To A Dream,Independent Artist,True,"Austin, Texas","Austin, Texas",Austin,Texas,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85931s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
